代码,名称
00700,腾讯控股
01810,小米集团-W
03690,美团-W
07777,南方两倍做多伯克希尔
518880,黄金ETF
513300,纳斯达克ETF
513500,标普500ETF
510880,上证红利ETF
563360,中证A500ETF
159781,科创创业50ETF
